2023-05-05 03:30:16,074 INFO    StreamThr :1925413 [internal.py:wandb_internal():87] W&B internal server running at pid: 1925413, started at: 2023-05-05 03:30:16.073955
2023-05-05 03:30:16,079 DEBUG   HandlerThread:1925413 [handler.py:handle_request():144] handle_request: status
2023-05-05 03:30:16,079 INFO    WriterThread:1925413 [datastore.py:open_for_write():85] open: /home/saumyam/NerfFinalProject/NERF/wandb/offline-run-20230505_033016-3y0hnk5m/run-3y0hnk5m.wandb
2023-05-05 03:30:16,085 DEBUG   HandlerThread:1925413 [handler.py:handle_request():144] handle_request: run_start
2023-05-05 03:30:16,089 DEBUG   HandlerThread:1925413 [system_info.py:__init__():31] System info init
2023-05-05 03:30:16,089 DEBUG   HandlerThread:1925413 [system_info.py:__init__():46] System info init done
2023-05-05 03:30:16,089 INFO    HandlerThread:1925413 [system_monitor.py:start():183] Starting system monitor
2023-05-05 03:30:16,089 INFO    SystemMonitor:1925413 [system_monitor.py:_start():147] Starting system asset monitoring threads
2023-05-05 03:30:16,089 INFO    HandlerThread:1925413 [system_monitor.py:probe():204] Collecting system info
2023-05-05 03:30:16,099 INFO    SystemMonitor:1925413 [interfaces.py:start():187] Started cpu monitoring
2023-05-05 03:30:16,099 INFO    SystemMonitor:1925413 [interfaces.py:start():187] Started disk monitoring
2023-05-05 03:30:16,099 INFO    SystemMonitor:1925413 [interfaces.py:start():187] Started gpu monitoring
2023-05-05 03:30:16,100 INFO    SystemMonitor:1925413 [interfaces.py:start():187] Started memory monitoring
2023-05-05 03:30:16,100 INFO    SystemMonitor:1925413 [interfaces.py:start():187] Started network monitoring
2023-05-05 03:30:16,117 DEBUG   HandlerThread:1925413 [system_info.py:probe():195] Probing system
2023-05-05 03:30:16,119 DEBUG   HandlerThread:1925413 [system_info.py:_probe_git():180] Probing git
2023-05-05 03:30:16,124 DEBUG   HandlerThread:1925413 [system_info.py:_probe_git():188] Probing git done
2023-05-05 03:30:16,125 DEBUG   HandlerThread:1925413 [system_info.py:probe():240] Probing system done
2023-05-05 03:30:16,125 DEBUG   HandlerThread:1925413 [system_monitor.py:probe():213] {'os': 'Linux-4.18.0-425.19.2.el8_7.x86_64-x86_64-with-glibc2.28', 'python': '3.10.9', 'heartbeatAt': '2023-05-05T07:30:16.117757', 'startedAt': '2023-05-05T07:30:16.067797', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/saumyam/NerfFinalProject/NERF/RunNerf.py', 'codePath': 'NERF/RunNerf.py', 'git': {'remote': 'https://github.com/neilhazra/NerfFinalProject', 'commit': 'e987ef7ceb31365af771f770b2da114ae6fc3054'}, 'email': 'saumyam@princeton.edu', 'root': '/home/saumyam/NerfFinalProject', 'host': 'della-l04g9', 'username': 'saumyam', 'executable': '/home/saumyam/.conda/envs/nlp/bin/python', 'cpu_count': 48, 'cpu_count_logical': 48, 'cpu_freq': {'current': 3.499541666666667, 'min': 3500.0, 'max': 3500.0}, 'cpu_freq_per_core': [{'current': 3.478, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}, {'current': 3.5, 'min': 3500.0, 'max': 3500.0}], 'disk': {'total': 117.130126953125, 'used': 67.39186477661133}, 'gpu': 'NVIDIA A100 80GB PCIe', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA A100 80GB PCIe', 'memory_total': 85899345920}], 'memory': {'total': 1007.1011734008789}}
2023-05-05 03:30:16,125 INFO    HandlerThread:1925413 [system_monitor.py:probe():214] Finished collecting system info
2023-05-05 03:30:16,125 INFO    HandlerThread:1925413 [system_monitor.py:probe():217] Publishing system info
